322	1070	1047	909	
325	1069	1047	910	
325	1070	1042	911	
330	1066	1048	912	
333	1066	1046	913	
338	1066	1044	914	
341	1067	1039	915	
344	1063	1045	916	
347	1062	1045	917	
349	1064	1038	918	
353	1063	1038	919	
358	1061	1040	920	
363	1059	1042	921	
367	1059	1040	922	
365	1059	1037	923	
372	1056	1041	924	
379	1056	1039	925	
383	1056	1037	926	
387	1055	1037	927	
393	1054	1036	928	
400	1052	1038	929	
407	1052	1036	930	
408	1051	1036	931	
412	1051	1033	932	
423	1049	1035	933	
430	1048	1035	934	
426	1048	1032	935	
440	1047	1032	936	
452	1046	1032	937	
459	1045	1032	938	
468	1044	1032	939	
464	1043	1031	940	
491	1042	1031	941	
488	1041	1031	942	
502	1040	1031	943	
507	1039	1031	944	
516	1037	1032	945	
541	1037	1030	946	
551	1036	1030	947	
555	1035	1014	948	
564	1034	1014	949	
595	1033	1029	950	
598	1033	1027	951	
623	1031	1015	952	
642	1031	1026	953	
679	1030	1026	954	
703	1030	1022	955	
745	1029	1022	956	
808	1028	1022	957	
885	1027	1022	958	
961	1026	1022	959	
1067	1025	1022	960	
1204	1024	1022	961	
1379	1023	1022	962	
1563	1022	1022	963	
1556	1021	1022	964	
1347	1019	1022	965	
1213	1018	1022	966	
1080	1017	1022	967	
974	1016	1022	968	
903	1015	1022	969	
827	1014	1022	970	
764	1013	1022	971	
715	1012	1022	972	
694	1013	1016	973	
659	1012	1016	974	
631	1012	1014	975	
636	1010	1015	976	
617	1009	1015	977	
588	1009	1013	978	
573	1007	1014	979	
566	1006	1014	980	
557	1005	1014	981	
540	1005	1012	982	
528	1005	1010	983	
521	1003	1011	984	
508	1002	1011	985	
497	1002	1009	986	
483	1001	1009	987	
483	999	1010	988	
479	999	1008	989	
466	998	1008	990	
457	998	1006	991	
443	996	1007	992	
450	995	1007	993	
446	995	1005	994	
432	994	1005	995	
424	994	1003	996	
417	991	1006	997	
423	991	1004	998	
410	991	1002	999	
402	990	1002	1000	
401	990	1000	1001	
392	988	1001	1002	
396	987	1001	1003	
384	987	999	1004	
384	984	1002	1005	
377	984	1000	1006	
374	984	998	1007	
374	983	998	1008	
368	983	996	1009	
363	980	999	1010	
358	980	997	1011	

332	1040	1341	909	
336	1039	1341	910	
330	1037	1342	911	
339	1037	1340	912	
344	1036	1340	913	
346	1036	1338	914	
346	1035	1338	915	
352	1033	1339	916	
356	1033	1337	917	
359	1032	1337	918	
359	1031	1337	919	
365	1031	1334	920	
373	1029	1336	921	
372	1028	1336	922	
368	1028	1334	923	
377	1026	1335	924	
388	1026	1333	925	
389	1025	1333	926	
388	1024	1333	927	
392	1024	1330	928	
409	1022	1332	929	
407	1022	1330	930	
408	1020	1300	931	
415	1019	1300	932	
429	1019	1329	933	
430	1018	1329	934	
426	1016	1301	935	
439	1016	1303	936	
452	1014	1330	937	
458	1014	1328	938	
467	1013	1328	939	
461	1012	1304	940	
481	1012	1325	941	
486	1010	1327	942	
494	1010	1325	943	
506	1008	1305	944	
503	1007	1305	945	
540	1007	1324	946	
541	1005	1306	947	
549	1005	1308	948	
562	1004	1308	949	
561	1004	1321	950	
582	1003	1321	951	
628	1001	1309	952	
623	1001	1320	953	
653	1001	1316	954	
694	1000	1316	955	
734	999	1316	956	
798	998	1316	957	
877	997	1316	958	
949	996	1316	959	
1044	995	1315	960	
1173	994	1315	961	
1266	993	1315	962	
1314	992	1316	963	
1313	991	1316	964	
1167	989	1316	965	
1141	988	1316	966	
1060	987	1316	967	
960	986	1316	968	
891	985	1316	969	
822	984	1316	970	
764	983	1316	971	
715	982	1316	972	
678	981	1316	973	
643	980	1316	974	
609	981	1322	975	
600	980	1322	976	
563	979	1309	977	
565	978	1309	978	
554	977	1323	979	
544	976	1308	980	
553	975	1308	981	
517	974	1308	982	
503	973	1307	983	
506	972	1307	984	
501	972	1305	985	
500	971	1305	986	
460	971	1303	987	
482	969	1304	988	
472	968	1304	989	
467	968	1302	990	
450	967	1302	991	
441	966	1301	992	
453	965	1301	993	
438	964	1301	994	
432	964	1299	995	
420	962	1300	996	
418	962	1298	997	
425	961	1298	998	
405	961	1296	999	
402	960	1296	1000	
405	958	1297	1001	
395	958	1295	1002	
397	957	1295	1003	
384	957	1293	1004	
384	954	1296	1005	
380	954	1294	1006	
378	954	1292	1007	
375	953	1292	1008	
373	953	1290	1009	
367	951	1291	1010	
358	950	1291	1011	

279	1243	1216	909	
285	1242	1287	910	
286	1240	1288	911	
288	1240	1217	912	
292	1239	1286	913	
293	1239	1219	914	
296	1237	1285	915	
289	1237	1220	916	
301	1236	1220	917	
300	1235	1283	918	
308	1234	1221	919	
306	1234	1281	920	
303	1233	1223	921	
310	1232	1223	922	
305	1231	1280	923	
323	1230	1224	924	
315	1230	1278	925	
321	1229	1226	926	
321	1227	1225	927	
316	1228	1228	928	
338	1226	1227	929	
317	1226	1275	930	
340	1225	1229	931	
335	1223	1228	932	
332	1224	1231	933	
352	1222	1230	934	
326	1222	1232	935	
368	1220	1231	936	
347	1220	1232	937	
356	1219	1233	938	
366	1219	1234	939	
352	1217	1234	940	
393	1217	1235	941	
344	1217	1237	942	
396	1215	1236	943	
373	1215	1237	944	
393	1214	1238	945	
412	1213	1238	946	
383	1213	1240	947	
425	1212	1240	948	
382	1211	1241	949	
435	1210	1241	950	
411	1210	1242	951	
433	1208	1242	952	
452	1208	1243	953	
438	1207	1244	954	
469	1206	1244	955	
430	1205	1245	956	
485	1205	1246	957	
456	1205	1247	958	
485	1207	1252	959	
530	1206	1252	960	
547	1205	1251	961	
659	1203	1251	962	
761	1202	1252	963	
769	1201	1252	964	
782	1199	1252	965	
693	1198	1252	966	
541	1197	1252	967	
508	1195	1252	968	
473	1194	1252	969	
493	1197	1257	970	
454	1197	1258	971	
467	1195	1258	972	
453	1195	1259	973	
438	1194	1260	974	
454	1194	1261	975	
395	1192	1261	976	
445	1192	1262	977	
398	1192	1263	978	
422	1191	1264	979	
403	1190	1264	980	
398	1189	1265	981	
403	1189	1266	982	
362	1188	1267	983	
404	1187	1267	984	
360	1186	1267	985	
380	1186	1269	986	
363	1184	1268	987	
363	1184	1270	988	
372	1183	1270	989	
332	1181	1234	990	
354	1181	1271	991	
336	1180	1271	992	
344	1181	1274	993	
344	1179	1273	994	
331	1177	1231	995	
349	1178	1275	996	
329	1176	1229	997	
330	1176	1276	998	
324	1175	1276	999	
326	1173	1228	1000	
326	1174	1278	1001	
328	1172	1226	1002	
317	1173	1280	1003	
321	1171	1224	1004	
313	1169	1225	1005	
313	1169	1280	1006	
320	1168	1223	1007	
306	1169	1283	1008	
319	1167	1221	1009	
300	1165	1222	1010	
308	1166	1219	1011	

226	1364	1100	909	
228	1361	1101	910	
233	1362	1099	911	
224	1361	1013	912	
239	1360	1098	913	
230	1361	1096	914	
234	1358	1097	915	
238	1359	1095	916	
234	1358	1017	917	
247	1357	1094	918	
235	1358	1092	919	
243	1355	1093	920	
245	1356	1091	921	
244	1354	1091	922	
255	1354	1090	923	
248	1352	1090	924	
252	1352	1089	925	
253	1353	1087	926	
254	1351	1087	927	
260	1351	1086	928	
263	1349	1086	929	
261	1349	1085	930	
258	1350	1083	931	
269	1348	1083	932	
269	1348	1082	933	
276	1346	1082	934	
270	1347	1080	935	
267	1347	1079	936	
279	1345	1079	937	
275	1345	1078	938	
290	1343	1078	939	
281	1344	1076	940	
281	1342	1076	941	
295	1342	1075	942	
285	1340	1075	943	
297	1340	1074	944	
