566	1036	1029	947	
586	1037	1027	947	
583	1036	1028	947	
585	1036	1028	948	
598	1036	1027	948	
592	1036	1027	948	
610	1036	1026	948	
594	1036	1025	949	
609	1035	1027	949	
608	1035	1026	949	
628	1035	1026	949	
621	1034	1027	950	
614	1034	1027	950	
635	1034	1026	950	
617	1034	1026	950	
643	1035	1020	951	
632	1035	1019	951	
648	1033	1026	951	
654	1033	1025	951	
665	1034	1019	952	
664	1032	1026	952	
647	1032	1026	952	
687	1032	1025	952	
699	1033	1019	953	
684	1033	1020	953	
669	1031	1025	953	
703	1032	1018	953	
746	1032	1019	954	
723	1032	1020	954	
711	1030	1025	954	
742	1031	1018	954	
784	1031	1019	955	
759	1031	1020	955	
738	1030	1023	955	
796	1030	1018	955	
824	1030	1020	956	
827	1030	1020	956	
784	1029	1022	956	
841	1029	1018	956	
885	1029	1019	957	
878	1029	1020	957	
837	1028	1022	957	
919	1028	1019	957	
964	1028	1019	958	
937	1028	1020	958	
888	1027	1022	958	
998	1027	1019	958	
1042	1027	1020	959	
1024	1027	1020	959	
950	1026	1018	959	
1093	1026	1019	959	
1151	1026	1020	960	
1119	1026	1020	960	
1050	1025	1018	960	
1250	1025	1020	960	
1281	1025	1020	961	
1203	1025	1020	961	
1172	1024	1020	961	
1417	1024	1020	961	
1426	1024	1020	962	
1334	1024	1020	962	
1403	1023	1020	962	
1621	1023	1020	962	
1612	1023	1020	963	
1428	1023	1020	963	
1667	1022	1020	963	
1830	1022	1020	963	
1655	1022	1020	964	
1625	1021	1020	964	
1760	1021	1020	964	
1661	1021	1020	964	
1355	1020	1020	965	
1509	1020	1020	965	
1527	1020	1020	965	
1367	1020	1020	965	
1243	1019	1020	966	
1341	1019	1020	966	
1319	1019	1020	966	
1157	1019	1020	966	
1130	1018	1020	967	
1198	1018	1020	967	
1178	1018	1020	967	
1047	1018	1018	967	
1037	1017	1020	968	
1093	1017	1020	968	
1050	1017	1020	968	
946	1017	1018	968	
968	1016	1020	969	
981	1016	1020	969	
952	1016	1020	969	
894	1016	1017	969	
890	1015	1020	970	
918	1015	1020	970	
891	1015	1021	970	
841	1015	1017	970	
825	1014	1020	971	
854	1014	1019	971	
817	1014	1018	971	
796	1014	1017	971	
774	1014	1016	972	
804	1013	1020	972	
778	1013	1018	972	
749	1013	1017	972	

308	1325	1004	947	
314	1323	1005	947	
314	1324	1004	947	
300	1325	1003	948	
317	1323	1004	948	
311	1323	1004	948	
312	1324	1003	948	
313	1323	1003	949	
325	1323	1003	949	
309	1324	1002	949	
326	1322	1003	949	
317	1323	1002	950	
310	1322	977	950	
325	1322	1002	950	
313	1323	1001	950	
323	1321	1002	951	
320	1322	1001	951	
327	1322	1001	951	
323	1321	1001	951	
332	1321	1001	952	
322	1322	1000	952	
323	1321	1000	952	
330	1321	1000	952	
314	1320	1000	953	
331	1320	1000	953	
325	1321	999	953	
325	1321	999	953	
332	1320	999	954	
323	1320	999	954	
324	1321	998	954	
327	1320	998	954	
333	1320	998	955	
327	1319	998	955	
331	1319	998	955	
326	1320	997	955	
330	1319	997	956	
334	1319	997	956	
319	1319	997	956	
325	1318	997	956	
332	1319	996	957	
333	1319	996	957	
336	1318	996	957	
324	1319	984	957	
331	1319	995	958	
335	1318	995	958	
336	1318	995	958	
327	1317	995	958	
329	1318	994	959	
334	1318	994	959	
335	1318	994	959	
334	1317	994	959	
340	1322	990	960	
334	1317	993	960	
372	1321	990	960	
368	1321	990	960	
378	1320	990	961	
419	1320	990	961	
408	1320	990	961	
436	1319	990	961	
482	1319	990	962	
453	1319	990	962	
512	1318	990	962	
532	1318	990	962	
539	1317	990	963	
604	1317	990	963	
572	1317	990	963	
641	1316	990	963	
624	1316	990	964	
633	1315	990	964	
603	1315	990	964	
553	1314	990	964	
565	1314	990	965	
490	1313	990	965	
497	1313	990	965	
481	1313	990	965	
450	1312	990	966	
433	1312	990	966	
400	1312	990	966	
403	1311	990	966	
385	1311	990	967	
354	1310	990	967	
362	1310	990	967	
338	1310	990	967	
335	1313	986	968	
329	1313	986	968	
332	1314	985	968	
334	1314	985	968	
334	1313	985	969	
329	1313	985	969	
328	1314	984	969	
334	1313	984	969	
334	1313	984	970	
333	1312	984	970	
327	1312	984	970	
335	1313	983	970	
329	1312	983	971	
332	1312	983	971	
325	1311	983	971	
324	1312	997	971	
333	1312	982	972	
330	1312	982	972	
328	1311	982	972	
321	1311	982	972	

370	1262	1186	947	
348	1263	1187	947	
368	1261	1186	947	
367	1261	1186	948	
351	1260	1186	948	
371	1260	1186	948	
378	1261	1187	948	
355	1260	1187	949	
385	1260	1187	949	
372	1261	1188	949	
371	1259	1187	949	
383	1260	1188	950	
365	1261	1189	950	
378	1259	1188	950	
386	1259	1188	950	
368	1260	1189	951	
379	1259	1189	951	
395	1259	1189	951	
365	1258	1189	951	
394	1258	1189	952	
387	1259	1190	952	
371	1257	1189	952	
395	1258	1190	952	
378	1258	1190	953	
387	1257	1190	953	
388	1258	1191	953	
391	1258	1191	953	
388	1257	1191	954	
407	1257	1191	954	
387	1258	1192	954	
395	1256	1191	954	
401	1257	1192	955	
382	1256	1192	955	
406	1256	1192	955	
393	1257	1193	955	
384	1256	1193	956	
406	1256	1193	956	
407	1256	1193	956	
399	1255	1193	956	
395	1256	1194	957	
407	1256	1194	957	
405	1255	1194	957	
413	1255	1194	957	
394	1256	1195	958	
397	1255	1195	958	
408	1255	1195	958	
401	1255	1195	958	
415	1254	1195	959	
398	1258	1200	959	
425	1258	1200	959	
420	1258	1200	959	
442	1257	1200	960	
466	1257	1200	960	
448	1257	1200	960	
483	1256	1200	960	
504	1256	1200	961	
484	1256	1199	961	
521	1255	1200	961	
542	1255	1199	961	
531	1255	1199	962	
585	1254	1199	962	
599	1254	1199	962	
563	1253	1199	962	
659	1253	1199	963	
636	1253	1200	963	
615	1252	1200	963	
694	1252	1200	963	
666	1252	1200	964	
712	1251	1200	964	
710	1251	1200	964	
632	1250	1200	964	
684	1250	1200	965	
634	1250	1200	965	
603	1249	1200	965	
622	1249	1200	965	
555	1249	1200	966	
553	1248	1200	966	
552	1248	1200	966	
490	1248	1200	966	
497	1247	1200	967	
489	1247	1200	967	
445	1247	1200	967	
446	1246	1200	967	
436	1246	1200	968	
411	1246	1200	968	
407	1245	1200	968	
409	1249	1204	968	
397	1249	1204	969	
398	1248	1204	969	
413	1249	1205	969	
403	1249	1205	969	
406	1248	1205	970	
395	1248	1205	970	
396	1249	1206	970	
402	1248	1206	970	
404	1248	1206	971	
381	1248	1206	971	
393	1247	1206	971	
408	1248	1207	971	
379	1246	1206	972	
402	1247	1207	972	
390	1247	1207	972	
387	1246	1207	972	

570	1071	1337	947	
570	1071	1337	947	
579	1071	1336	947	
592	1071	1324	948	
589	1072	1329	948	
585	1070	1323	948	
602	1070	1336	948	
611	1071	1328	949	
609	1071	1329	949	
608	1069	1336	949	
621	1070	1327	949	
635	1070	1329	950	
626	1069	1325	950	
624	1069	1326	950	
648	1069	1327	950	
